Global Rank,Company,Sales ($billion),Profits ($billion),Assets ($billion),Market Value ($billion),Country,Continent,Latitude_final,Longitude_final
681,PGE,9.4,1,18.8,10.5,Poland,Europe,51.9733,21.2144
682,NKSJ Holdings,30.9,-1.1,105.2,9.4,Japan,Asia,35.6713,139.3951
683,Fuji Heavy Industries,18.3,0.5,16.4,12.9,Japan,Asia,34.8145,137.1157
684,Deutsche Boerse,2.8,0.8,285.5,12.5,Germany,Europe,47.9667,12.5833
685,Telekom Indonesia,8,1.3,11.5,21.4,Indonesia,Asia,4.1333,96.1167
685,Idemitsu Kosan,52.1,0.8,32.4,3.5,Japan,Asia,36.8711,140.0156
687,Liberty Global,10.3,0.3,38.3,17.8,USA,North America,26.1682,-80.2017
688,Sekisui House,20,0.6,16.9,9.4,Japan,Asia,33.1268,130.0589
689,Nokia,39.8,-4.1,37.8,12.5,Finland,Europe,60.8042,25.7333
690,Metro Group,88,0,45.8,9.3,Germany,Europe,53.0167,8.75
691,National Bank of Abu Dhabi,3.1,1.1,81.8,12.4,United Arab Emirates,Asia,25.5033,55.4975
692,Lenovo Group,29.6,0.5,15.5,10.4,China,Asia,24.4985,112.8397
692,National Bank of Kuwait,2.5,1.1,58.4,14.6,Kuwait,Asia,29.1489,48.1057
694,San Miguel,16.6,0.7,25.1,7,Philippines,Asia,15.77,119.92
695,Samsung C&T,23.8,0.4,24.2,8.5,South Korea,Asia,37.17,126.9494
696,MegaFon,8.8,1.2,11.5,17.6,Russia,Europe,55.5333,45.4667
697,Bombardier,16.8,0.6,25.8,7.3,Canada,North America,45.5333,-73.2833
698,"Becton, Dickinson",7.8,1.5,11.6,17.9,USA,North America,39.7598,-94.821
699,Celgene,5.5,1.5,11.7,47.1,USA,North America,40.6925,-73.3586
700,British Sky Broadcasting,10.7,1.4,8.6,21.6,UK,Europe,51.8225,-2.4989
701,KPN,16.4,0.9,27.2,5.5,The Netherlands,Europe,51.4574,-0.2778
702,DTE Energy,8.8,0.6,26.3,11.4,USA,North America,40.7602,-73.5649
703,Fortescue Metals Group,7,1.6,14.9,13.2,Australia,Oceania,-15.8236,128.7386
704,ConAgra Foods,13.8,0.7,12.5,14.4,USA,North America,40.8543,-74.0201
705,Gap,15.7,1.1,7.5,17.5,USA,North America,36.0643,-119.0338
706,RusHydro,11.3,1,25.3,6.9,Russia,Europe,48.3333,39.9333
707,VF,10.9,1.1,9.6,18.2,USA,North America,41.0816,-74.1856
708,CME Group,2.9,0.9,38.9,21.1,USA,North America,27.5898,-81.5068
709,XL Group,7.2,0.7,45.4,9,Ireland,Europe,52.3539,-7.7116
710,CSR,14.1,0.6,16.8,9.9,China,Asia,36.708,119.162
711,VakifBank,6.3,0.8,60.6,7.9,Turkey,Europe,40.7347,31.6075
712,ALFA,15.6,0.7,11.8,12.7,Mexico,North America,20.3928,-101.1914
713,Noble Group,94,0.5,19.7,6.2,Hong Kong,Asia,22.2377,114.0865
713,Fast Retailing,11.8,0.9,7.5,32.6,Japan,Asia,31.4169,130.3228
713,Novolipetsk Steel,12.2,0.6,18.5,10.7,Russia,Europe,58.6208,59.8478
716,Li & Fung,20.2,0.6,12,11.5,Hong Kong,Asia,22.2869,113.9436
717,Punjab National Bank,8.2,1,92.3,5,India,Asia,23.6833,88.2833
718,Symantec,6.8,1.1,14,16.9,USA,North America,41.5169,-88.2146
719,Motorola Solutions,8.7,0.9,12.7,17.1,USA,North America,35.506,-120.7681
720,Northern Trust,4.2,0.7,97.5,13,USA,North America,38.961,-77.3013
721,KeyCorp,4.7,0.9,89.2,9.3,USA,North America,30.0109,-90.2549
722,Chubu Electric Power,29.6,-1.1,65.8,9,Japan,Asia,31.5228,130.7594
724,New World Development,4.6,1.3,36.8,10.7,Hong Kong,Asia,22.23,114.125
725,Genting,5.6,1.4,21.5,11.6,Malaysia,Asia,3.0972,101.6444
725,Severstal,14.1,0.8,15.7,8.7,Russia,Europe,58,102.6667
727,Bank of Baroda,6.8,1,89.8,5.5,India,Asia,9,76.6167
728,Anhui Conch Cement,7.2,1,14,15.9,China,Asia,30.3746,106.7903
729,Luxottica Group,9.3,0.7,10.9,23.7,Italy,Europe,45.5781,8.9183
730,LG Electronics,45.3,0.1,29.6,11.6,South Korea,Asia,35.9833,129.55
731,RSA Insurance Group,14.4,0.6,33.4,6.3,UK,Europe,52.6089,-1.9592
732,Technip,10.8,0.7,14.9,11.8,France,Europe,45.8064,4.7536
734,BRF-Brasil Foods,13.9,0.4,24.3,10.4,Brazil,South America,-7.375,-35.6278
735,Krung Thai Bank,4.1,0.8,73.7,12.4,Thailand,Asia,13.7001,100.3241
736,United Continental Holdings,37.2,-0.7,37.6,10.3,USA,North America,40.2074,-74.78
737,Industries Qatar,5.1,2.3,11,26.5,Qatar,Asia,25.69,51.51
738,Osaka Gas,15.6,0.5,17.9,8.7,Japan,Asia,32.0167,130.2167
739,Asahi Glass,14.9,0.5,21.9,7.8,Japan,Asia,33.2067,130.3839
740,China Yangtze Power,3.3,1.2,25.2,19.4,China,Asia,22.5348,113.2491
741,West Japan Railway,15.6,0.4,30.6,9.2,Japan,Asia,34.8145,137.1657
742,SCOR,13.4,0.6,43,5.8,France,Europe,47.399,0.6673
743,ASML Holding,6.2,1.5,9.7,28.9,The Netherlands,Europe,51.4574,-0.2278
744,Newcrest Mining,4.5,1.1,20.8,17.5,Australia,Oceania,-12.4381,130.8411
744,Daikin Industries,14.7,0.5,14,12.5,Japan,Asia,33.2417,130.5514
746,Tyson Foods,33.4,0.6,11.9,8.7,USA,North America,39.8458,-75.4891
747,Samba Financial Group,2,1.2,53.1,10.8,Saudi Arabia,Asia,20,42.6
748,Biogen Idec,5.5,1.4,10.1,41.8,USA,North America,40.9107,-81.1189
749,Tokyu,13.2,0.4,23.8,9.3,Japan,Asia,34.8114,135.3406
750,Grupo ACS,50.7,-2.5,51.5,7.7,Spain,Europe,37.9861,-1.1303
751,NRG Energy,8.4,0.6,35.1,8.4,USA,North America,42.9392,-89.5383
752,Reynolds American,4.4,1.3,16.6,23.8,USA,North America,47.4718,-122.0854
753,Pearson,8.2,0.5,18.1,14.9,UK,Europe,51.5084,-0.5881
754,Couche Tard,33,0.5,10.5,10.2,Canada,North America,49.2339,-122.8419
755,Bunge,61,0.1,24.1,11.1,Bermuda,North America,32.243,-64.832
756,Seadrill,4.5,1.1,19.6,17.6,Bermuda,North America,32.243,-64.782
756,Atlantia,4.4,1,40.1,10.6,Italy,Europe,45.6167,11.35
756,Antofagasta,6.7,1,12.9,16.1,UK,Europe,51.456,-0.301
759,Kansai Electric Power,34,-2.9,86.7,7,Japan,Asia,26.2167,127.7667
759,Magnit,14.4,0.8,5.5,18.8,Russia,Europe,50.4167,36.9
759,Marks & Spencer,15.9,0.8,11.6,9.1,UK,Europe,51.56,-1.78
762,S-Oil,30.8,0.5,11.7,9.4,South Korea,Asia,37.8029,126.7348
763,Northeast Utilities,6.3,0.5,28.3,13.4,USA,North America,29.2484,-94.8913
764,Formosa Petrochemical,30.2,0.1,15.4,26.5,Taiwan,Asia,23.9076,120.5992
765,First Gulf Bank,2.6,1.1,47.7,11.1,United Arab Emirates,Asia,25.3333,56.35
766,Grupa PZU,6.3,1,18.1,11.3,Poland,Europe,54.0833,21.3833
766,Tesoro,33,0.7,10.7,7.8,USA,North America,46.8573,-96.9057
768,Devon Energy,9.5,-0.2,43.3,23.6,USA,North America,45.5371,-122.65
769,Grupo Modelo,7.2,1,9.6,29,Mexico,North America,20.7278,-98.6289
770,Bharat Heavy Electicals,9.4,1.4,12.9,9,India,Asia,11.4043,76.816
771,Southwest Airlines,17.1,0.4,18.6,9,USA,North America,44.7466,-93.0661
772,Edison International,11.9,-0.1,44.4,16.6,USA,North America,38.9803,-77.5323
773,Hyundai Steel,13.3,0.7,21.4,6.3,South Korea,Asia,37.56,126.99
774,Sinohydro Group,18,0.6,25.8,5.5,China,Asia,39.7866,113.8239
775,Fairfax Financial,8,0.5,36.9,8.2,Canada,North America,49.1642,-123.9364
776,Safeway,44.2,0.6,14.7,6,USA,North America,43.0407,-76.1437
777,EstÃ©e Lauder Cos,10,0.9,7.2,24.5,USA,North America,46.1461,-122.963
778,Cemex,15.3,-0.9,35.9,13.6,Mexico,North America,20.29,-102.71
779,Zoomlion Heavy Industry,7.6,1.2,13.8,10.5,China,Asia,40.548,81.281
780,Republic Services,8.1,0.6,19.6,11.5,USA,North America,36.1016,-79.5086
781,LG Corp,8.7,0.8,15.1,10.2,South Korea,Asia,35.8667,128.8167
782,Chesapeake Energy,12.3,-0.8,41.6,15,USA,North America,39.2159,-84.5144
783,Country Garden Holdings,6.6,1.1,21.9,8.2,China,Asia,29.8402,112.9048
784,Akzo Nobel,20.3,-2.9,22.6,16.2,The Netherlands,Europe,51.4574,-0.1778
785,KGHM Polska Miedz,8.7,1.6,10.7,10.7,Poland,Europe,52.3078,16.4136
786,Pgnig Group,8.8,0.7,15.5,11,Poland,Europe,51.5667,21.8614
787,Broadcom,8,0.7,11.2,19.7,USA,North America,42.7558,-73.5903
788,Infosys,6.6,1.6,7.5,30.5,India,Asia,12.75,78.37
789,Citic Pacific,12,0.9,31.9,4.7,Hong Kong,Asia,22.2956,114.1
790,Sistema,30,0.2,43.7,8.1,Russia,Europe,51.2833,37.5667
791,Noble Energy,4.2,1,17.6,20.8,USA,North America,42.3172,-87.8595
792,Mobily,6.3,1.6,10.3,16.3,Saudi Arabia,Asia,22.1539,39.3183
792,Cameron International,8.5,0.8,11.2,16.5,USA,North America,32.5789,-97.2349
794,Alcoa,23.7,0.2,40.2,9.2,USA,North America,41.4468,-82.7024
795,Samsung Heavy Industries,12.9,0.7,15.6,7.5,South Korea,Asia,36.6028,127.3042
796,Credicorp,3.6,0.8,41,12.7,Peru,South America,-11.15,-75.9833
797,IDGC Holding,19.7,0.7,27.3,2.6,Russia,Europe,53.2333,39.9667
798,Citic Securities,2.2,0.7,27,23.1,China,Asia,27.5698,110.0016
799,GD Power Development,8,0.6,29.2,8,China,Asia,38.7206,113.2437
800,China Resources Enterprise,16.3,0.5,16.4,7.6,Hong Kong,Asia,22.1606,113.9789
801,Bank of East Asia,3.7,0.8,89.3,9,Hong Kong,Asia,22.3784,114.1941
802,Turk Telekom,7.1,1.5,9.5,15,Turkey,Europe,39.9139,28.1603
803,L-3 Communications,13.1,0.8,13.8,7.3,USA,North America,41.8303,-70.8745
804,Agilent Technologies,6.9,1.1,10.7,14.9,USA,North America,35.5429,-97.966
805,Allergan,5.8,1.1,9.2,32.7,USA,North America,40.6135,-89.4669
806,AES,18.1,-0.9,41.8,9.3,USA,North America,40.6579,-73.6742
807,Axiata Group,5.8,0.8,14,17.2,Malaysia,Asia,6.1183,100.3694
808,Allied Irish Banks,4.6,-4.8,161.5,50,Ireland,Europe,53.4597,-6.2181
809,TRW Automotive Holdings,16.4,1,10.9,7.1,USA,North America,41.7485,-87.92
810,DaVita,8.2,0.5,16,12.5,USA,North America,28.4474,-81.4914
811,HCP,1.9,0.8,19.9,22.1,USA,North America,38.9666,-76.9791
812,Wipro,7.3,1.1,8.5,20.1,India,Asia,32.3087,76.5772
813,Riyad Bank,2.1,0.9,50.7,9.1,Saudi Arabia,Asia,26.0906,43.9875
814,All Nippon Airways,17.1,0.3,23.5,7.8,Japan,Asia,33.6,130.815
816,Mahindra & Mahindra,10.9,0.6,12.5,10.5,India,Asia,8.3642,77.9815
818,Grupo Inbursa,3.6,0.7,26.2,18.5,Mexico,North America,19.9686,-101.1394
819,Oi,12.3,0.4,14.7,19.2,Brazil,South America,-15.9436,-48.2594
820,Cognizant Technology,7.3,1.1,6.5,23.6,USA,North America,41.5174,-81.4534
821,Federal Grid of UES,4.3,1.5,36.2,7.2,Russia,Europe,73.3779,126.5924
822,Sumitomo Metal Mining,10.2,0.8,13.9,8,Japan,Asia,37.8661,139.0364
823,CF Industries Holdings,6.1,1.8,10.2,12.8,USA,North America,41.8934,-71.6889
824,LG Display,26.1,0.2,23,10.4,South Korea,Asia,33.463,126.473
825,Bed Bath & Beyond,10.2,1,6.4,13.8,USA,North America,37.0528,-80.7624
826,Unipol Gruppo,17.8,0.3,109.7,1.8,Italy,Europe,45.2667,11.1333
827,Mega Financial Holding,2,0.6,86.4,9.7,Taiwan,Asia,23.5607,120.6296
828,Hanwha Life Insurance,9.4,0.5,61,5.3,South Korea,Asia,35.2208,128.6131
828,Whirlpool,18.1,0.4,15.4,9.1,USA,North America,39.3054,-76.7489
830,Metallurgical Corp of China,34.1,-1.1,56.2,5.9,China,Asia,28.978,117.152
830,Ajinomoto,14.5,0.5,13.2,8.7,Japan,Asia,34.8167,137.0333
832,Skanska,19.9,0.4,13.4,8,Sweden,Europe,59.2833,18.3833
833,Dover,8.1,0.8,10.4,12.9,USA,North America,41.1505,-76.0503
834,Stora Enso,14.3,0.6,17.9,5.7,Finland,Europe,60.7867,25.025
835,Resolution,17.6,-0.1,207.5,5.7,UK,Europe,54.902,-5.027
836,CPFL Energia,7.7,0.6,15.2,10.4,Brazil,South America,-11.0469,-41.9689
838,Priceline.com,5.3,1.4,6.6,35.6,USA,North America,41.9036,-71.0943
839,Tokyo Electric Power,64.6,-9.4,188.8,3.6,Japan,Asia,36.2393,140.3526
840,Eisai,7.8,0.7,11.7,13,Japan,Asia,36.0191,139.6769
841,ITC,5.2,1.2,5.9,44.1,India,Asia,11.5002,75.8059
843,Turkcell,5.9,1.2,10.5,14.8,Turkey,Europe,39.3333,29.2667
844,Textron,12.2,0.6,13,8.4,USA,North America,43.2305,-71.5595
845,Bank Hapoalim,5.1,0.7,100.8,5.9,Israel,Asia,32.7667,34.9667
846,DSM,12,0.4,15.3,11.4,The Netherlands,Europe,51.4574,-0.1278
847,Equity Residential,2.1,0.8,17.2,20.2,USA,North America,41.5317,-81.5794
848,Shanghai Electric Group,12.1,0.4,18.3,8,China,Asia,36.9854,111.4737
849,Kone,8.3,0.8,6.5,20.5,Finland,Europe,60.9867,25.5167
850,Essilor International,6.6,0.8,9,24.1,France,Europe,47.2181,-1.5528
851,Sany Heavy Industry,8.1,1.4,8.1,13,China,Asia,24.9692,104.9558
852,Mazda Motor,24.6,-1.3,23.2,9.5,Japan,Asia,36.5194,136.6098
853,Aluminium Corp of China,23.7,-1.3,28.7,8.4,China,Asia,25.2902,117.42
854,Saudi British Bank,1.6,0.9,41.8,8.9,Saudi Arabia,Asia,20.1833,41.2333
855,Canadian Pacific Railway,5.7,0.5,14.8,22.1,Canada,North America,48.434,-123.381
857,CapitaLand,2.7,0.8,30.9,11.6,Singapore,Asia,1.25,103.75
858,Korea Gas,31.1,0.3,34.3,4.7,South Korea,Asia,36.1333,128.1
859,China Southern Airlines,15.7,0.4,18.3,8,China,Asia,37.6656,114.3861
860,SJM Holdings,10.3,0.9,4.8,13.1,Hong Kong,Asia,22.2956,114.15
861,Reinsurance Group of America,9.8,0.6,40.4,4.5,USA,North America,42.1535,-71.4291
862,Nikon,11.1,0.7,10.3,9.4,Japan,Asia,34.83,137.0697
863,China CNR,14.2,0.5,15.4,7.2,China,Asia,25.092,104.8955
864,CenterPoint Energy,7.5,0.4,22.9,10,USA,North America,28.293,-82.6907
865,Intact Financial,7.2,0.6,19.9,8.4,Canada,North America,44.1333,-79.4167
866,Hankyu Hanshin Holdings,7.8,0.5,27.6,7.5,Japan,Asia,35.6581,139.7514
867,Asustek Computer,15.2,0.8,8.7,8.8,Taiwan,Asia,23.6889,120.7289
868,China Eastern Airlines,13.5,0.5,19.4,5.7,China,Asia,30.5783,120.8193
869,Discovery Communications,4.5,0.9,12.9,19,USA,North America,40.06,-88.2552
870,NEC,36.7,-1.3,23.2,9.5,Japan,Asia,33.7,135.4333
871,Power Assets Holdings,1.3,1.3,13.1,19.5,Hong Kong,Asia,22.3456,114.05
872,AutoZone,8.7,1,6.7,14.1,USA,North America,28.029,-97.0722
873,Dentsu,22.9,0.4,14.3,8,Japan,Asia,36.3813,139.7303
874,Fluor,27.6,0.5,8.3,10.5,USA,North America,40.6707,-73.3922
875,Amcor,12.5,0.4,11.5,11.9,Australia,Oceania,-25.8986,139.3513
876,Peugeot,73.1,-6.6,84.7,3,France,Europe,43.4928,2.3742
877,Banco Popular EspaÃ±ol,9.1,-3.2,203.2,7.8,Spain,Europe,37.0722,-5.4517
878,Hong Kong & China Gas,3.2,1,12.8,25,Hong Kong,Asia,22.41,114.002
879,VMware,4.6,0.7,10.6,35.9,USA,North America,39.1755,-77.2643
880,Zijin Mining Group,7.6,0.8,10.8,10.8,China,Asia,22.7,110.35
881,SKF Group,9.9,0.7,9.1,11.7,Sweden,Europe,56.1167,13.15
882,Isetan Mitsukoshi Holdings,15,0.7,14.9,5.3,Japan,Asia,37.5132,140.3938
883,Dexia,26.6,-16.2,534.9,0.1,Belgium,Europe,51.0667,5.0833
884,Bank of Yokohama,3.6,0.6,155.1,7.1,Japan,Asia,34.8333,134.5667
884,Uralkali,3.2,1.1,12.7,22.8,Russia,Europe,67.4667,153.7167
886,Ricoh,23,-0.5,27.2,7.9,Japan,Asia,35.9297,136.4375
887,Belgacom,8.5,0.9,10.7,8.9,Belgium,Europe,50.4167,4.3167
888,L Brands,10.5,0.8,6.4,13,USA,North America,38.5164,-89.99
889,Genworth Financial,10,0.3,113.3,5.2,USA,North America,33.9901,-118.0888
890,Sherwin-Williams,9.5,0.6,6.2,17.4,USA,North America,41.4706,-84.5483
891,Galaxy Entertainment,7.3,1,5.7,16.7,Hong Kong,Asia,22.1606,114.0289
892,RTL Group,7.7,0.8,10.4,11.5,Luxembourg,Europe,49.7652,5.8894
892,Assa Abloy,7.2,0.8,9.2,14.9,Sweden,Europe,55.6167,13.0333
894,Capgemini,13.5,0.5,12.6,8.1,France,Europe,48.7697,2.5228
895,Hindalco Industries,15.8,0.7,19.9,3.4,India,Asia,29.7994,75.6827
896,Suning Appliance,14.9,0.8,9.4,7.4,China,Asia,29.9167,119.4167
896,Chinatrust Financial,2.4,0.6,66.7,8.2,Taiwan,Asia,23.9523,120.5349
896,Oneok,12.6,0.4,15.9,9.2,USA,North America,34.4128,-119.8614
899,IntercontinentalExchange,1.4,0.6,37.2,11.7,USA,North America,34.026,-84.6177
900,London Stock Exchange,1.1,0.8,163.6,5.7,UK,Europe,53.7567,-1.453
901,Genuine Parts,13,0.6,6.8,11.7,USA,North America,40.6798,-76.2091
901,Leucadia National,9.2,0.9,9.3,9.9,USA,North America,39.801,-84.0094
903,Formosa Plastics,7.4,0.5,11.8,15.3,Taiwan,Asia,23.85,120.8833
904,Uni-President,14.5,0.4,11.6,9.5,Taiwan,Asia,23.85,120.9333
905,OTP Bank,6.6,0.5,45.8,5.6,Hungary,Europe,47.4042,18.9458
906,Nordstrom,12.1,0.7,8.1,10.6,USA,North America,33.3693,-117.2259
907,China Steel,12.1,0.2,21.3,13.7,Taiwan,Asia,23.741,120.3954
908,Vornado Realty,2.8,0.6,22,15.6,USA,North America,33.3767,-84.7761
909,Ross Stores,9.7,0.8,3.7,12.5,USA,North America,28.1864,-82.7429
910,Sabesp,5.5,1,12.8,10.5,Brazil,South America,-22.4628,-42.6528
911,WW Grainger,9,0.7,5,15.6,USA,North America,37.4685,-122.1673
912,International Airlines,23.9,-1.2,25.6,7.6,UK,Europe,52.4775,-0.9206
913,Computer Sciences,15.5,0.5,11.3,7.5,USA,North America,38.9049,-76.7406
914,Charoen Pokphand Foods,11.7,0.6,10.1,9,Thailand,Asia,13.3142,101.1114
915,SM Investments,5.3,0.6,13.6,16.6,Philippines,Asia,14.93,121.82
916,Mylan,6.8,0.6,11.9,12.1,USA,North America,34.1192,-83.9903
917,Whole Foods Market,12.2,0.5,5.1,16.1,USA,North America,40.6516,-74.3432
918,Grupo Televisa,5.4,0.7,12.6,14.9,Mexico,North America,16.4167,-97.9833
919,American Tower,2.9,0.6,14.1,29.9,USA,North America,30.5819,-88.2128
920,Canara Bank,6.7,0.7,74.4,3.5,India,Asia,25.0201,79.2282
922,Bank Negara Indonesia,3.2,0.7,34.6,9,Indonesia,Asia,-4.8311,122.7239
923,Evraz Group,16.4,0.5,17,5.4,UK,Europe,51.5557,0.2512
924,Investec,5.8,0.4,82.1,6.5,UK,Europe,52.968,-1.354
925,Industrias PeÃ±oles,7.4,0.8,6.4,17.4,Mexico,North America,18.9833,-97.45
926,Banque Saudi Fransi,1.6,0.8,42.1,7.4,Saudi Arabia,Asia,25.79,45.38
926,Campbell Soup,8.1,0.7,8.6,13.1,USA,North America,40.2736,-96.7455
928,Espirito Santo Financial,8.7,0.4,114.5,1.4,Luxembourg,Europe,49.7,6.05
929,Marriott International,11.8,0.6,6.3,12.6,USA,North America,33.9073,-84.2711
930,Beirsdorf,8,0.6,7.2,20.8,Germany,Europe,48.6797,9.7575
932,Secom,8.2,0.4,13.2,11.6,Japan,Asia,34.25,134.3667
933,Daiwa Securities,5.1,-0.5,229.9,12,Japan,Asia,33.2167,132.5667
934,Kweichow Moutal,3.8,2.1,6.2,29.6,China,Asia,19.7386,110.0058
935,EletrobrÃ¡s,17.5,-3.5,84.1,5,Brazil,South America,-9.5769,-36.305
936,AngloGold Ashanti,6.1,0.8,12.6,9.5,South Africa,Africa,-32.7078,26.2956
937,Formosa Chemicals,13.2,0.2,16,14.1,Taiwan,Asia,22.5149,120.447
938,Antarchile,22.8,0.2,22.3,7.5,Chile,South America,-39.85,-72.8333
939,Rexel,17.7,0.4,13.4,6.4,France,Europe,50.37,3.555
940,Jeronimo Martins,14,0.5,5.9,12.8,Portugal,Europe,38.8475,-9.2714
941,Petronas Chemicals,5.4,1.2,8.3,16.3,Malaysia,Asia,5.3655,100.4607
942,Inveco,4.2,0.7,17.5,12.8,Bermuda,North America,32.243,-64.732
943,Electrolux Group,16.9,0.4,11.2,8.1,Sweden,Europe,62.5861,17.9411
944,PartnerRe,5.6,1.1,23,5.4,Bermuda,North America,32.293,-64.832
944,Banco de Sabadell,8.5,0.1,213,6.6,Spain,Europe,42.1833,2.4833
944,Best Buy,49.6,-0.2,16.8,7.2,USA,North America,34.4175,-118.4964
948,Everest Re Group,4.9,0.8,19.8,7.8,Bermuda,North America,32.293,-64.782
948,Onex,27.4,-0.1,36.3,5.3,Canada,North America,45.65,-73.3
948,Daiichi Sankyo,11.3,0.1,17.9,13.9,Japan,Asia,33.9517,131.2467
951,SK Hynix,9.6,-0.1,17.1,18,South Korea,Asia,37.3833,127.15
952,Insurance Australia Group,9.2,0.2,25.4,12.4,Australia,Oceania,-32.0833,150.85
952,Sinopharm Group,21.5,0.3,12.8,8,China,Asia,27.545,105.3674
954,Chow Tai Fook Holdings,7.3,0.8,6.1,13.8,Hong Kong,Asia,22.3456,114.1
955,Weyerhaeuser,7.1,0.4,12.6,16.6,USA,North America,34.1373,-83.6021
956,CSL,4.5,1,5.8,32,Australia,Oceania,-32.2569,148.6011
957,Banque Nationale de Belgique,2.4,1.2,165.8,1.4,Belgium,Europe,50.4833,3.65
957,Great Wall Motor,6.6,0.9,6.8,14.3,China,Asia,25.1462,102.0723
959,Ryanair Holdings,5.8,0.7,12,10.7,Ireland,Europe,54.0044,-6.4003
960,Baidu,3.5,1.7,7.3,29.7,China,Asia,44.924,127.158
961,HermÃ¨s International,4.5,1,3.5,34.9,France,Europe,43.1911,6.0417
962,GAIL India,8.7,0.9,10,7.6,India,Asia,26.02,90
963,Shizuoka Bank,2.4,0.4,117.8,7.3,Japan,Asia,34.7833,135.6833
964,Advanced Info Service,4.6,1.1,3.1,23.2,Thailand,Asia,16.5431,102.1104
965,Longfor Properties,4.4,1,16.8,8.6,China,Asia,39.2627,76.419
966,Steinhoff International,9.9,0.7,16.2,5,South Africa,Africa,-25.85,25.6333
967,Dassault Aviation,5.1,0.7,13.7,11.9,France,Europe,48.7711,2.0333
968,Coca-Cola Enterprises,8.1,0.7,9.5,10.1,USA,North America,36.1901,-94.1574
969,Haitong Securities,1.6,0.5,20.3,16.7,China,Asia,27.692,111.664
970,Ralph Lauren,6.9,0.7,5.5,15.5,USA,North America,34.185,-118.7669
971,Hershey,6.6,0.7,4.8,18.2,USA,North America,41.5947,-109.2209
972,Singapore Airlines,11.8,0.3,17.5,10,Singapore,Asia,1.25,103.8
973,Bank of India,6.3,0.5,76.1,3.4,India,Asia,13.216,79.098
973,RHB Capital,2,0.6,61.8,6.8,Malaysia,Asia,4.85,100.7333
975,Mitsubishi Motors,21.8,0.3,15.9,6.8,Japan,Asia,38.9145,139.8364
976,Finatis,54.9,0.2,40,0.5,France,Europe,47.9325,-2.3961
977,Lear,14.6,1.3,8.2,5.4,USA,North America,35.1448,-85.3457
978,Mechel,11.4,0.7,19.3,2.2,Russia,Europe,56.65,66.2833
979,GKN,10.6,0.8,9.7,6.8,UK,Europe,51.5902,-0.1753
981,Emirates NBD,3.8,0.6,83.9,5.8,United Arab Emirates,Asia,23.6022,53.6036
982,Eastman Chemical,8.1,0.4,11.6,11.2,USA,North America,39.959,-75.6469
983,Shaw Communications,5.1,0.8,12.5,10.8,Canada,North America,44.1167,-79.5667
984,Huntington Bancshares,3,0.6,56.2,6.3,USA,North America,40.1086,-74.9431
985,Steel Authority of India,9,0.7,15.4,5.3,India,Asia,27.1,93.62
985,DP World,3.1,0.7,16.4,12,United Arab Emirates,Asia,25.2131,55.2472
987,Bidvest Group,16.4,0.5,6.8,8.1,South Africa,Africa,-25.303,29.015
987,Comerica,2.7,0.5,65.4,6.9,USA,North America,32.4692,-100.4092
989,Murata Manufacturing,7.1,0.4,12,15.6,Japan,Asia,36.5714,138.8256
990,Mattel,6.4,0.8,6.5,14.5,USA,North America,42.6047,-73.9413
991,Chonqing Rural Bank,3.6,0.8,69.6,5,China,Asia,36.2501,105.1742
992,Bank of Ireland,8.2,-2.4,195.3,6,Ireland,Europe,53.3544,-6.4486
993,CA,4.7,0.9,11.6,11.6,USA,North America,39.7668,-74.2776
994,TD Ameritrade Holding,2.6,0.6,21,11.5,USA,North America,35.5071,-97.6418
995,Adobe Systems,4.4,0.7,10.2,20.6,USA,North America,28.1058,-82.5263
996,SÃ¼dzucker,9.3,0.5,10.9,8.6,Germany,Europe,53.3167,9.8667
997,Avnet,25.2,0.5,10.6,5,USA,North America,42.4333,-123.3317
998,CH Robinson Worldwide,11.4,0.6,2.8,9.6,USA,North America,40.6437,-80.0315
999,Land Securities Group,1.1,0.8,17.3,9.8,UK,Europe,52.968,-1.304
1000,Yamada Denki,22.2,0.7,11.2,4,Japan,Asia,33.1606,130.3897
1001,Mitsubishi UFJ Lease,8.8,0.4,44.6,4.3,Japan,Asia,35.0167,136.6667
1001,Nan Ya Plastics,10.2,0.1,16.3,13.9,Taiwan,Asia,23.791,120.3454
1003,NetApp,6.3,0.5,10.9,12.4,USA,North America,44.5213,-109.0548
1004,Chiba Bank,2.4,0.5,132.2,6,Japan,Asia,44.0667,143.5333
1005,Abu Dhabi Commercial Bank,2.6,0.7,49.2,6.1,United Arab Emirates,Asia,23.6022,53.6536
1006,Johnson Matthey,19.3,0.5,5.2,7.5,UK,Europe,51.7962,-0.6592
1007,Latam Airlines,9.7,0,21,11.1,Chile,South America,-34.3919,-72.0139
1008,Tingyi Holding,9.2,0.5,7.5,15,China,Asia,28.12,120.96
1009,Public Storage,1.8,0.9,8.8,26.7,USA,North America,39.5419,-104.9708
1011,Areva,12.3,-0.1,39.8,6.2,France,Europe,46.4556,-1.1647
1012,Sun Art Retail Group,12.3,0.4,7.2,13.9,China,Asia,27.5153,112.2336
1013,Subsea 7,6.3,0.8,10.5,8.3,UK,Europe,53.833,-1.777
1014,Santos,3.4,0.5,17.7,13.1,Australia,Oceania,-34.6708,150.8542
1015,Bankia,12.2,-24.5,372.6,0.7,Spain,Europe,39.94,-4.0194
